alcohol,chlorides,citric acid,density,pH,sulphates,total sulfur dioxide,volatile acidity,quality
9.4,0.056,0.51,0.9956,3.18,0.5199999809265137,206.0,0.28,5
9.9,0.028,0.49,0.9926,2.91,0.3199999928474426,24.0,0.13,5
12.6,0.03,0.31,0.99026,3.22,0.6200000047683716,92.0,0.26,8
11.0,0.046,0.25,0.9925,3.2,0.4199999868869781,181.0,0.25,7
10.6,0.051,0.49,0.9953,3.18,0.4799999892711639,157.0,0.18,6
10.0,0.044,0.49,0.998,3.34,0.4900000095367431,185.0,0.25,6
11.3,0.041,0.26,0.99154,3.19,0.5600000023841858,178.0,0.3,6
11.5,0.034,0.39,0.9942,3.18,0.4600000083446502,84.0,0.25,5
11.2,0.026,0.26,0.9932,3.04,0.3899999856948852,190.0,0.255,6
11.3,0.028,0.35,0.9932,3.04,0.4000000059604645,95.0,0.27,6
9.5,0.048,0.01,0.9942,3.24,0.3499999940395355,137.0,0.41,5
10.2,0.041,0.21,0.99225,3.15,0.4600000083446502,136.0,0.39,5
10.4,0.047,0.2,0.99445,3.11,0.4199999868869781,111.0,0.26,6
9.5,0.049,0.26,0.9946,3.21,0.6200000047683716,189.0,0.14,6
10.933333,0.041,0.21,0.99334,2.99,0.3400000035762787,119.0,0.29,6
9.4,0.056,0.28,0.99594,3.17,0.4300000071525574,183.0,0.43,5
12.7,0.044,0.27,0.9895,3.31,0.4099999964237213,117.0,0.29,7
11.2,0.031,0.25,0.99128,3.2,0.6299999952316284,122.0,0.385,6
9.6,0.047,0.36,0.9949,3.15,0.4600000083446502,168.0,0.32,5
9.2,0.063,0.05,0.9932,3.21,0.5600000023841858,120.0,0.41,6
11.5,0.071,0.26,0.98994,3.1,0.3799999952316284,69.0,0.27,6
9.4,0.046,0.31,0.99714,3.07,0.6100000143051147,194.0,0.48,5
11.3,0.042,0.24,0.99304,3.14,0.4399999976158142,123.0,0.35,5
12.7,0.019,0.37,0.99036,3.08,0.4900000095367431,114.0,0.36,7
12.8,0.03,0.39,0.98904,3.46,0.3600000143051147,127.0,0.32,8
9.0,0.029,0.27,0.9949,3.34,0.4399999976158142,104.0,0.14,5
12.1,0.029,0.33,0.99,3.24,0.5,111.0,0.28,6
9.0,0.054,0.25,0.9979,3.25,0.4300000071525574,189.0,0.28,4
10.2,0.046,0.31,0.9939,3.34,0.5699999928474426,135.0,0.19,7
8.6,0.092,0.24,0.9951,3.03,0.4600000083446502,123.0,0.22,6
10.8,0.046,0.26,0.9951,3.16,0.3700000047683716,127.0,0.27,6
8.8,0.048,0.44,0.99955,3.26,0.5400000214576721,228.0,0.44,7
12.0,0.032,0.26,0.99076,3.43,0.7699999809265137,100.0,0.16,6
10.0,0.044,0.29,0.9956,3.36,0.550000011920929,244.0,0.35,6
9.1,0.051,0.31,0.99834,3.06,0.5400000214576721,146.0,0.34,5
13.1,0.034,0.34,0.98774,3.32,0.3199999928474426,158.0,0.24,7
10.1,0.026,0.34,0.9934,3.34,0.5799999833106995,109.0,0.16,6
10.0,0.061,0.37,0.995,3.22,0.5099999904632568,178.0,0.18,6
11.0,0.04,0.24,0.9923,3.35,0.3799999952316284,144.0,0.35,5
9.7,0.037,0.49,0.9954,3.38,0.5299999713897705,161.0,0.26,6
9.4,0.054,0.42,0.99556,3.12,0.4900000095367431,200.0,0.27,6
11.3,0.038,0.24,0.99139,3.31,0.5,152.0,0.23,7
12.4,0.038,0.35,0.9916,3.0,0.3199999928474426,125.0,0.36,8
10.0,0.044,0.27,0.9967,3.17,0.4300000071525574,215.0,0.26,6
9.5,0.044,0.52,0.99548,3.18,0.4799999892711639,202.0,0.27,5
9.3,0.045,0.29,0.99658,3.18,0.4199999868869781,126.0,0.19,6
10.5,0.051,0.38,0.9926,3.45,0.5,140.0,0.27,7
12.4,0.031,0.36,0.9897,3.14,0.3100000023841858,145.0,0.31,7
9.4,0.038,0.42,0.9987,3.16,0.5,160.0,0.2,6
9.9,0.049,0.21,0.9928,3.18,0.4099999964237213,184.0,0.36,6
11.3,0.026,0.33,0.99014,3.13,0.5,85.0,0.24,7
11.5,0.029,0.29,0.99112,2.93,0.4300000071525574,106.0,0.21,7
9.2,0.054,0.05,0.9948,3.43,0.5,146.0,0.5,6
10.0,0.04,0.34,0.992,3.27,0.6600000262260437,174.0,0.335,5
11.4,0.041,0.31,0.99254,3.04,0.4699999988079071,81.0,0.28,8
10.7,0.046,0.49,0.996,3.08,0.5199999809265137,223.0,0.34,6
10.4,0.029,0.23,0.9931,3.04,0.3300000131130218,151.0,0.54,5
9.9,0.041,0.08,0.997,3.46,0.3899999856948852,142.0,0.365,6
12.9,0.035,0.3,0.989,3.32,0.4699999988079071,129.0,0.42,6
9.8,0.054,0.4,0.99445,3.19,0.5299999713897705,175.0,0.3,5
11.35,0.051,0.3,0.99339,3.24,0.5600000023841858,166.0,0.29,6
10.3,0.056,0.33,0.9938,3.63,0.7799999713897705,136.0,0.21,6
10.8,0.034,0.37,0.9928,3.17,0.4399999976158142,127.0,0.29,6
10.1,0.049,0.37,0.9937,3.18,0.5199999809265137,94.0,0.18,5
11.0,0.036,0.36,0.9938,3.04,0.3199999928474426,161.0,0.23,5
9.9,0.043,0.29,0.99112,3.28,0.4799999892711639,67.0,0.175,6
10.0,0.046,0.1,0.9937,3.29,0.449999988079071,107.0,0.19,5
11.2,0.038,0.22,0.99184,3.22,0.4000000059604645,145.0,0.36,6
9.6,0.038,0.3,0.9948,3.14,0.4900000095367431,129.0,0.25,6
10.0,0.041,0.12,0.9921,3.21,0.4199999868869781,138.0,0.27,6
10.2,0.04,0.26,0.99366,3.17,0.3799999952316284,113.0,0.29,6
9.4,0.044,0.16,0.99512,3.21,0.3600000143051147,197.0,0.29,5
10.2,0.035,0.33,0.99196,3.15,0.3600000143051147,148.0,0.19,5
10.3,0.051,0.28,0.9927,3.27,0.6000000238418579,187.0,0.33,5
12.1,0.044,0.31,0.98998,3.19,0.3700000047683716,158.0,0.23,7
10.7,0.04,0.31,0.99672,3.21,0.3799999952316284,135.0,0.22,5
11.7,0.036,0.46,0.99279,3.1,0.7799999713897705,85.0,0.23,6
9.6,0.062,0.51,0.99545,3.13,0.5,194.0,0.26,5
8.9,0.047,0.2,0.9976,3.09,0.4600000083446502,166.0,0.33,5
11.0,0.068,0.29,0.9914,3.34,0.5799999833106995,124.0,0.25,7
9.7,0.05,0.3,0.9942,3.4,0.3899999856948852,127.0,0.15,6
9.8,0.053,0.48,0.99472,3.18,0.5299999713897705,149.0,0.3,5
8.9,0.046,0.15,0.9958,3.13,0.449999988079071,180.0,0.32,5
9.4,0.04,0.27,0.9948,3.19,0.6899999976158142,179.0,0.28,6
12.5,0.037,0.34,0.9888,3.03,0.3700000047683716,119.0,0.28,6
9.2,0.046,0.25,0.99828,3.15,0.4199999868869781,110.0,0.23,6
12.9,0.032,0.28,0.98889,3.08,0.6399999856948853,95.0,0.24,7
9.6,0.049,0.4,1.0,3.34,0.4199999868869781,185.0,0.24,5
9.3,0.048,0.49,0.9953,3.19,0.4699999988079071,222.0,0.28,5
10.2,0.045,0.38,0.995,2.93,0.3499999940395355,159.0,0.245,6
11.2,0.029,0.36,0.99126,3.11,0.3700000047683716,98.0,0.16,7
9.7,0.05,0.46,0.99495,3.18,0.4600000083446502,180.0,0.42,6
11.1,0.041,0.34,0.99335,3.35,0.6600000262260437,148.0,0.2,6
11.1,0.048,0.32,0.9915,3.11,0.4699999988079071,113.0,0.23,6
11.8,0.033,0.28,0.99075,2.99,0.4300000071525574,94.0,0.21,7
9.4,0.045,0.41,0.9952,3.09,0.4600000083446502,216.0,0.28,5
11.0,0.044,0.32,0.99185,3.37,0.6800000071525574,90.0,0.3,7
9.1,0.045,0.27,1.00014,3.02,0.5600000023841858,253.0,0.28,6
9.2,0.048,0.49,1.0001,3.03,0.5199999809265137,228.0,0.25,6
10.7,0.057,0.26,0.9917,3.24,0.3600000143051147,141.0,0.32,5
9.2,0.051,0.28,0.9969,3.12,0.5299999713897705,157.0,0.35,6
13.1,0.026,0.28,0.989,2.98,0.6399999856948853,105.0,0.28,8
9.2,0.095,0.18,0.99773,3.53,0.7099999785423279,195.0,0.38,4
11.2,0.023,0.29,0.99068,3.25,0.5099999904632568,89.0,0.23,6
11.1,0.039,0.28,0.99173,3.18,0.6499999761581421,83.0,0.28,5
9.9,0.057,0.27,0.99299,3.29,0.4399999976158142,98.0,0.22,7
10.8,0.048,0.29,0.99482,3.22,0.3799999952316284,147.0,0.21,5
11.4,0.047,0.23,0.99001,3.32,0.6200000047683716,77.0,0.25,5
9.8,0.05,0.49,0.9931,3.32,0.4399999976158142,74.0,0.27,6
9.8,0.043,0.1,0.99382,3.14,0.4799999892711639,142.0,0.3,5
10.5,0.031,0.37,0.9922,3.4,0.5799999833106995,97.0,0.16,6
11.0,0.031,0.3,0.99095,3.17,0.5799999833106995,73.0,0.17,6
12.0,0.034,0.34,0.9949,3.33,0.5299999713897705,134.0,0.26,6
11.7,0.058,0.22,0.9956,3.32,0.4199999868869781,183.0,0.13,6
9.9,0.027,0.33,0.9937,3.37,0.4000000059604645,63.0,0.15,5
12.4,0.042,0.35,0.98962,3.19,0.75,105.0,0.16,7
10.4,0.046,0.34,0.9924,3.29,0.6299999952316284,29.0,0.26,5
10.5,0.048,0.35,0.9944,3.29,0.550000011920929,172.0,0.24,7
11.5,0.04,0.3,0.99089,3.32,0.6499999761581421,86.0,0.27,6
11.2,0.048,0.41,0.9932,3.24,0.6600000262260437,173.0,0.16,7
8.8,0.053,0.43,1.0008,3.28,0.7900000214576721,184.0,0.2,6
9.3,0.043,0.56,0.997,3.02,0.6299999952316284,226.0,0.26,5
11.4,0.026,0.37,0.9903,3.15,0.3799999952316284,100.0,0.21,7
9.4,0.069,0.31,0.99692,3.18,0.4900000095367431,170.0,0.35,5
11.7,0.037,0.26,0.9902,3.1,0.3799999952316284,71.0,0.22,6
12.0,0.039,0.41,0.99052,3.25,0.4300000071525574,122.0,0.24,5
8.5,0.06,0.49,1.00196,3.01,0.4399999976158142,145.0,0.28,5
11.1,0.047,0.33,0.9914,3.1,0.4600000083446502,101.0,0.23,6
10.2,0.037,0.33,0.9923,3.11,0.5199999809265137,144.0,0.21,6
9.9,0.036,0.35,0.9938,3.46,0.3899999856948852,73.0,0.14,5
9.3,0.055,0.56,1.00047,3.07,0.6700000166893005,169.0,0.19,6
9.5,0.045,0.43,0.9969,3.26,0.550000011920929,198.0,0.26,5
9.9,0.062,0.43,0.9966,3.38,0.5,115.0,0.25,6
12.7,0.029,0.32,0.98916,3.41,0.550000011920929,102.0,0.37,7
12.3,0.026,0.3,0.99139,2.99,0.3799999952316284,113.0,0.28,8
9.9,0.051,0.33,0.998,3.39,0.3799999952316284,173.0,0.26,5
9.3,0.049,0.49,0.996,3.16,0.4000000059604645,217.0,0.325,5
12.0,0.033,0.23,0.9887,2.96,0.3499999940395355,121.0,0.32,5
9.8,0.05,0.36,0.9936,3.15,0.449999988079071,84.0,0.19,7
10.2,0.051,0.31,0.999,3.09,0.6399999856948853,173.0,0.27,5
8.9,0.048,0.26,0.9972,3.3,0.3600000143051147,147.0,0.19,6
9.8,0.036,0.17,0.99373,3.05,0.5699999928474426,127.0,0.14,6
9.0,0.055,0.31,1.0002,3.13,0.4600000083446502,197.0,0.18,6
10.0,0.044,0.39,0.9974,3.2,0.5299999713897705,142.0,0.24,6
10.4,0.054,0.34,0.99489,3.42,0.5799999833106995,189.0,0.29,5
10.0,0.037,0.16,0.9949,3.46,0.449999988079071,116.0,0.34,7
9.2,0.038,0.38,0.9934,3.03,0.4300000071525574,75.0,0.4,5
12.6,0.037,0.26,0.9904,3.42,0.5,115.0,0.25,6
8.9,0.053,0.44,0.99685,3.02,0.449999988079071,178.0,0.29,5
11.4,0.043,0.33,0.99444,3.08,0.4199999868869781,116.0,0.38,6
9.3,0.058,0.26,0.9972,3.14,0.550000011920929,199.0,0.42,6
9.4,0.046,0.65,0.9946,3.33,0.6200000047683716,157.0,0.18,6
11.0,0.031,0.3,0.99115,3.44,0.550000011920929,57.0,0.2,6
11.4,0.046,0.28,0.9921,3.38,0.5099999904632568,153.0,0.16,7
10.0,0.05,0.3,0.99397,2.98,0.5,106.0,0.24,5
9.4,0.049,0.48,0.99582,3.21,0.449999988079071,182.0,0.26,6
10.5,0.044,0.26,0.9923,3.08,0.4600000083446502,87.0,0.29,6
9.4,0.041,0.19,0.99254,2.99,0.4600000083446502,111.0,0.24,6
12.6,0.035,0.36,0.991,3.31,0.6200000047683716,116.0,0.37,6
9.5,0.041,0.58,0.9997,3.16,0.6600000262260437,225.0,0.29,6
9.0,0.047,0.17,0.9983,3.21,0.5099999904632568,162.0,0.28,6
11.3,0.034,0.39,0.99121,3.23,0.6000000238418579,102.0,0.13,7
11.1,0.034,0.35,0.99195,3.11,0.5400000214576721,107.0,0.2,6
11.4,0.04,0.2,0.99105,3.25,0.449999988079071,114.0,0.14,6
8.9,0.043,0.14,0.9977,3.13,0.5099999904632568,228.0,0.36,5
9.1,0.047,0.51,0.9987,3.09,0.5099999904632568,171.0,0.345,5
11.6,0.06,0.27,0.99252,3.27,0.5699999928474426,169.0,0.34,6
10.2,0.029,0.32,0.9948,3.4,0.3899999856948852,124.0,0.22,5
9.5,0.045,0.38,0.99578,3.15,0.5,185.0,0.24,6
12.7,0.033,0.33,0.9899,3.15,0.3799999952316284,153.0,0.22,7
9.4,0.042,0.48,0.9986,3.1,0.5199999809265137,169.0,0.4,5
9.2,0.038,0.45,0.9992,3.03,0.4600000083446502,141.0,0.22,6
9.4,0.044,0.24,0.9989,3.31,0.4399999976158142,167.0,0.28,5
11.1,0.032,0.37,0.992,3.11,0.3499999940395355,156.0,0.23,6
11.0,0.016,0.32,0.99186,2.99,0.3899999856948852,101.0,0.2,6
9.4,0.054,0.28,0.99543,3.21,0.4300000071525574,174.0,0.3,6
12.8,0.04,0.48,0.9911,3.2,0.5199999809265137,114.0,0.32,7
8.6,0.05,0.33,0.9966,3.25,0.4900000095367431,189.0,0.14,5
11.1,0.055,0.21,0.9914,3.32,0.4300000071525574,168.0,0.29,6
12.6,0.038,0.49,0.9912,3.32,0.4399999976158142,152.0,0.21,7
10.8,0.045,0.3,0.9914,2.99,0.449999988079071,142.0,0.34,6
11.7,0.048,0.34,0.9942,3.19,0.4000000059604645,41.0,0.34,5
10.3,0.041,0.24,0.9927,3.61,0.6100000143051147,65.0,0.1,7
10.0,0.033,0.07,0.99208,3.16,0.4199999868869781,144.0,0.31,5
11.4,0.053,0.31,0.99069,3.15,0.5,98.0,0.28,5
11.6,0.036,0.42,0.9901,3.13,0.3799999952316284,128.0,0.3,6
10.4,0.045,0.42,0.992,3.0,0.6000000238418579,154.0,0.15,6
11.0,0.051,0.26,0.99336,3.47,0.5,139.0,0.15,6
9.0,0.038,0.4,0.9979,3.23,0.5699999928474426,241.0,0.425,5
10.8,0.047,0.49,0.9914,2.92,0.4199999868869781,114.0,0.21,7
9.7,0.025,0.37,0.9928,3.46,0.5099999904632568,117.0,0.16,6
13.2,0.027,0.31,0.98964,3.46,0.4000000059604645,100.0,0.19,7
10.4,0.057,0.3,0.99554,3.15,0.4399999976158142,178.0,0.34,6
12.7,0.059,0.28,0.99036,3.24,0.5600000023841858,81.0,0.29,8
10.5,0.047,0.28,0.9952,3.22,0.5299999713897705,242.0,0.18,6
12.75,0.026,0.3,0.98963,3.26,0.5799999833106995,105.0,0.28,6
9.8,0.038,0.33,0.99164,3.25,0.449999988079071,131.0,0.12,5
11.4,0.027,0.33,0.9908,3.3,0.3899999856948852,75.0,0.16,7
12.7,0.066,0.37,0.98964,3.14,0.4199999868869781,89.0,0.35,6
10.6,0.055,0.4,0.9953,3.18,0.4000000059604645,167.0,0.2,7
10.0,0.052,0.41,0.9951,3.42,0.4699999988079071,142.0,0.27,6
8.9,0.048,0.35,0.9982,3.05,0.4699999988079071,178.0,0.21,6
10.1,0.034,0.23,0.9942,3.23,0.6899999976158142,204.0,0.19,5
9.4,0.053,0.46,0.99691,3.18,0.6700000166893005,177.0,0.27,5
11.2,0.04,0.32,0.993,3.04,0.5799999833106995,112.0,0.29,5
9.5,0.053,0.37,0.9992,3.37,0.8199999928474426,178.0,0.22,7
9.5,0.06,0.26,0.9934,3.24,0.5600000023841858,154.0,0.23,6
9.7,0.037,0.35,0.9981,3.09,0.3199999928474426,145.0,0.23,5
10.9,0.029,0.31,0.99276,3.03,0.3799999952316284,160.0,0.18,6
10.8,0.036,0.27,0.9926,3.42,0.4900000095367431,121.0,0.28,7
12.1,0.026,0.39,0.99286,3.18,0.3499999940395355,124.0,0.32,6
10.1,0.04,0.49,0.9941,3.12,0.3400000035762787,100.0,0.26,6
10.9,0.024,0.39,0.9928,3.17,0.5099999904632568,116.0,0.24,5
9.5,0.044,0.25,0.9993,3.34,0.4799999892711639,161.0,0.28,5
11.1,0.047,0.29,0.9916,3.54,0.5899999737739563,152.0,0.19,7
11.2,0.031,0.1,0.9906,3.36,0.5099999904632568,68.0,0.34,7
9.5,0.056,0.44,0.9952,3.14,0.4399999976158142,161.0,0.35,5
10.5,0.062,0.32,0.9966,3.23,0.4900000095367431,114.0,0.26,5
10.6,0.035,0.26,0.99154,3.47,0.5600000023841858,102.0,0.295,6
10.4,0.045,0.28,0.9954,3.25,0.5400000214576721,221.0,0.21,6
11.2,0.038,0.38,0.9918,3.32,0.5899999737739563,111.0,0.18,7
10.4,0.035,0.22,0.99578,3.1,0.449999988079071,150.0,0.32,5
9.3,0.038,0.02,0.9932,3.36,0.3600000143051147,63.0,0.415,5
9.5,0.051,0.21,0.9932,3.16,0.5,171.0,0.35,5
9.8,0.048,0.1,0.9927,3.21,0.3799999952316284,84.0,0.34,5
8.9,0.052,0.46,1.0,3.04,0.5199999809265137,255.0,0.27,5
9.2,0.053,0.25,0.9976,3.1,0.6200000047683716,148.0,0.28,5
11.7,0.038,0.32,0.992,3.05,0.3100000023841858,76.0,0.28,4
9.3,0.036,0.29,0.99534,3.08,0.3600000143051147,100.0,0.26,6
9.8,0.045,0.31,0.9942,3.41,0.4600000083446502,120.0,0.12,7
9.1,0.034,0.22,0.99675,3.2,0.5099999904632568,133.0,0.56,5
12.1,0.037,0.36,0.98968,3.08,0.3600000143051147,156.0,0.3,6
9.6,0.055,0.34,0.9942,3.36,0.4199999868869781,125.0,0.15,5
9.0,0.04,0.42,0.9994,3.28,0.8199999928474426,173.0,0.28,7
12.5,0.03,0.27,0.99042,3.16,0.4199999868869781,140.0,0.28,8
9.0,0.045,0.43,0.9964,3.19,0.550000011920929,153.0,0.2,7
9.4,0.045,0.26,0.998365,2.99,0.6899999976158142,125.0,0.2,6
12.8,0.044,0.49,0.9912,3.08,0.6700000166893005,131.0,0.31,7
11.8,0.04,0.35,0.99102,2.98,0.5299999713897705,140.0,0.2,6
10.0,0.049,0.39,0.99346,3.5,0.4699999988079071,152.0,0.22,6
10.5,0.057,0.24,0.9928,3.16,0.3499999940395355,117.0,0.31,5
8.8,0.061,0.26,0.99918,3.11,0.4900000095367431,198.0,0.35,5
10.6,0.056,0.27,0.99486,3.31,0.5600000023841858,187.0,0.345,5
11.9,0.026,0.27,0.98994,3.37,0.4000000059604645,70.0,0.315,8
10.5,0.036,0.32,0.9962,3.15,0.3400000035762787,119.0,0.33,6
11.9,0.038,0.5,0.99189,3.18,0.5299999713897705,111.0,0.31,7
10.1,0.047,0.27,0.99235,3.44,0.5299999713897705,93.0,0.2,7
12.0,0.039,0.33,0.99008,3.22,0.6499999761581421,110.0,0.2,6
10.2,0.046,0.49,0.9936,3.09,0.5899999737739563,142.0,0.28,5
9.4,0.047,0.32,0.9954,3.19,0.4600000083446502,200.0,0.33,5
12.2,0.029,0.47,0.99,3.26,0.4199999868869781,81.0,0.16,6
10.1,0.028,0.33,0.9928,3.23,0.550000011920929,99.0,0.17,6
10.8,0.04,0.32,0.9922,3.36,0.5400000214576721,132.0,0.19,7
12.4,0.04,0.27,0.98914,3.13,0.3000000119209289,105.0,0.24,6
9.2,0.045,0.25,1.00051,3.05,0.5,208.0,0.27,6
9.8,0.032,0.33,0.99626,3.19,0.5099999904632568,81.0,0.24,6
9.8,0.032,0.36,0.99214,3.07,0.5199999809265137,145.0,0.34,5
10.1,0.043,0.28,0.99338,3.38,0.5600000023841858,113.0,0.25,6
11.8,0.031,0.29,0.9918,3.06,0.3199999928474426,117.0,0.25,7
12.4,0.04,0.39,0.9925,3.3,0.4699999988079071,163.0,0.34,6
10.9,0.049,0.37,0.9924,3.16,0.4799999892711639,94.0,0.21,7
11.2,0.036,0.27,0.99406,2.99,0.3600000143051147,85.0,0.25,6
10.8,0.035,0.49,0.9958,3.14,0.3400000035762787,131.0,0.29,5
9.3,0.047,0.32,0.9927,3.12,0.4199999868869781,152.0,0.245,6
10.8,0.036,0.3,0.991,3.34,0.5600000023841858,107.0,0.25,7
9.4,0.049,0.49,0.9959,3.17,0.449999988079071,217.0,0.27,6
11.9,0.036,0.39,0.99,3.19,0.4300000071525574,98.0,0.23,7
10.1,0.076,0.27,0.99344,3.1,0.5199999809265137,145.0,0.3,5
10.4,0.036,0.27,0.9927,3.2,0.4199999868869781,134.0,0.33,7
8.9,0.058,0.24,0.9958,3.15,0.449999988079071,115.0,0.27,5
9.2,0.047,0.24,0.99604,3.11,0.6000000238418579,151.0,0.38,5
10.1,0.045,0.3,0.99249,2.95,0.3899999856948852,109.0,0.31,5
10.6,0.041,0.45,0.9927,3.01,0.3799999952316284,158.0,0.18,6
12.4,0.03,0.37,0.992,3.17,0.5400000214576721,114.0,0.41,7
10.5,0.047,0.28,0.99724,3.25,0.3499999940395355,139.0,0.18,6
13.1,0.036,0.3,0.98922,3.31,0.4000000059604645,124.0,0.33,7
10.4,0.043,0.34,0.9974,3.04,0.4099999964237213,228.0,0.27,6
8.8,0.033,0.64,0.998,3.0,0.5299999713897705,170.0,0.23,5
10.4,0.043,0.12,0.9937,3.36,0.6000000238418579,141.0,0.32,6
9.9,0.046,0.25,0.99606,3.17,0.550000011920929,179.0,0.26,6
11.7,0.036,0.2,0.99088,3.03,0.4600000083446502,83.0,0.2,6
10.4,0.043,0.38,0.99706,3.15,0.8199999928474426,163.0,0.16,7
9.5,0.032,0.45,0.997,3.22,0.5899999737739563,212.0,0.3,6
11.2,0.033,0.25,0.99044,2.98,0.3899999856948852,86.0,0.13,8
9.8,0.052,0.49,0.9924,2.99,0.6100000143051147,134.0,0.26,6
10.1,0.024,0.31,0.993,2.79,0.3700000047683716,91.0,0.17,5
10.1,0.035,0.28,0.9952,3.04,0.3700000047683716,140.0,0.18,7
11.3,0.036,0.24,0.99186,3.24,0.4399999976158142,131.0,0.4,6
12.7,0.051,0.36,0.99097,3.32,0.5299999713897705,126.0,0.33,6
9.5,0.047,0.28,0.9977,3.23,0.4600000083446502,198.0,0.34,5
11.7,0.038,0.31,0.99155,3.37,0.6600000262260437,114.0,0.24,7
9.5,0.043,0.27,0.9953,3.27,0.7599999904632568,164.0,0.23,5
12.2,0.038,0.26,0.9893,3.0,0.4699999988079071,138.0,0.34,7
9.0,0.05,0.34,0.9973,3.16,0.3700000047683716,146.0,0.105,6
13.0,0.032,0.36,0.99313,2.95,0.3899999856948852,132.0,0.36,6
9.4,0.05,0.32,0.9936,3.18,0.550000011920929,126.0,0.2,6
9.7,0.036,0.13,0.9996,2.96,0.4600000083446502,219.0,0.25,5
10.1,0.043,0.31,0.9937,3.42,0.5,155.0,0.26,6
9.2,0.056,0.5,0.9982,3.01,0.4699999988079071,195.0,0.31,5
11.0,0.034,0.36,0.99074,3.16,0.5099999904632568,111.0,0.18,6
11.1,0.037,0.59,0.9918,3.34,0.4099999964237213,120.0,0.26,7
9.6,0.091,0.34,0.9938,3.25,0.4900000095367431,135.0,0.17,7
10.0,0.039,0.23,0.9944,3.19,0.6499999761581421,143.0,0.34,6
11.2,0.026,0.29,0.99183,3.37,0.4799999892711639,128.0,0.21,6
10.2,0.047,0.32,0.9968,3.28,0.5,162.0,0.24,6
11.5,0.032,0.31,0.99189,3.06,0.4399999976158142,61.0,0.25,6
10.8,0.053,0.36,0.99211,3.31,0.449999988079071,186.0,0.28,5
10.0,0.045,0.44,0.9986,3.48,0.3600000143051147,212.0,0.445,6
11.5,0.05,0.34,0.9937,3.19,0.699999988079071,163.0,0.26,6
11.2,0.034,0.23,0.99344,3.05,0.4799999892711639,158.0,0.49,5
10.8,0.054,0.18,0.99392,3.12,0.5099999904632568,143.0,0.46,6
10.1,0.042,0.49,0.998,3.1,0.3400000035762787,137.0,0.28,4
11.3,0.051,0.24,0.99036,3.24,0.5699999928474426,95.0,0.21,6
10.5,0.041,0.31,0.9945,3.52,0.4600000083446502,155.0,0.15,6
10.5,0.027,0.26,0.99148,3.3,0.3600000143051147,109.0,0.445,6
8.9,0.057,0.39,0.99851,3.26,0.5099999904632568,221.0,0.39,6
12.9,0.018,0.31,0.98936,3.06,0.3400000035762787,80.0,0.22,7
10.3,0.058,0.39,0.9955,3.28,0.5899999737739563,107.0,0.27,5
12.5,0.038,0.32,0.99412,3.14,0.3400000035762787,79.0,0.31,5
9.2,0.114,0.39,0.9934,3.09,0.449999988079071,140.0,0.32,6
12.2,0.048,0.3,0.98944,3.29,0.4600000083446502,150.0,0.3,6
11.1,0.032,0.28,0.99104,2.99,0.3799999952316284,78.0,0.18,5
10.7,0.044,0.26,0.99256,3.39,0.4799999892711639,89.0,0.18,7
10.5,0.039,0.38,0.9943,3.1,0.4199999868869781,110.0,0.18,5
9.9,0.041,0.48,0.9958,3.17,0.5699999928474426,99.0,0.21,5
11.1,0.03,0.25,0.9912,3.3,0.4399999976158142,105.0,0.25,7
10.2,0.051,0.23,0.994,3.15,0.5199999809265137,162.0,0.28,5
11.7,0.036,0.29,0.99,3.09,0.3700000047683716,101.0,0.18,6
11.5,0.035,0.27,0.9917,3.4,0.7099999785423279,100.0,0.36,7
9.0,0.051,0.29,0.99911,3.14,0.5,174.0,0.28,5
9.5,0.053,0.26,0.9972,3.34,0.449999988079071,134.0,0.24,6
9.5,0.057,0.33,0.9934,3.02,0.4799999892711639,173.0,0.25,7
12.3,0.037,0.26,0.99727,3.04,0.3799999952316284,150.0,0.3,6
10.3,0.059,0.34,0.99538,3.33,0.5600000023841858,215.0,0.31,5
10.6,0.04,0.34,0.99678,3.11,0.3799999952316284,142.0,0.21,5
12.1,0.038,0.31,0.99186,2.9,0.7200000286102295,127.0,0.37,5
11.1,0.064,0.46,0.9924,3.37,0.449999988079071,160.0,0.18,5
11.0,0.044,0.43,0.9938,3.22,0.449999988079071,129.0,0.22,6
11.05,0.026,0.36,0.9956,3.13,0.3499999940395355,60.0,0.14,5
12.0,0.042,0.36,0.9928,3.29,0.4699999988079071,178.0,0.32,6
11.3,0.029,0.49,0.9928,3.41,0.3600000143051147,128.0,0.22,8
12.5,0.032,0.32,0.99134,3.1,0.6700000166893005,193.0,0.26,6
9.6,0.052,0.22,0.99696,3.08,0.4600000083446502,131.0,0.28,5
9.4,0.043,0.27,0.9933,3.38,0.3100000023841858,69.0,0.23,6
11.9,0.041,0.53,0.9908,3.11,0.4399999976158142,167.0,0.18,5
8.9,0.041,0.44,0.99505,3.12,0.4000000059604645,230.0,0.27,5
11.333333,0.051,0.3,0.99339,3.24,0.5600000023841858,166.0,0.29,6
9.9,0.05,0.28,0.9934,3.15,0.4399999976158142,127.0,0.27,5
9.5,0.041,0.26,0.9941,3.34,0.7200000286102295,141.0,0.18,6
9.5,0.037,0.46,0.9971,3.25,0.5299999713897705,212.0,0.27,6
9.5,0.075,0.24,0.99466,3.21,0.4300000071525574,201.0,0.2,5
10.4,0.034,0.52,0.99223,3.25,0.5899999737739563,193.0,0.29,6
